,City          
4525,Atlanta       
4526,Los Angeles   
4527,Miami         
4528,New York      
4529,Boston        
4530,Atlanta       
4531,Chicago       
4532,Boston        
4533,Seattle       
4534,New York      
4535,New York      
4536,New York      
4537,Houston       
4538,Miami         
4539,Atlanta       
4540,San Francisco 
4541,Atlanta       
4542,Miami         
4543,San Francisco 
4544,Chicago       
4545,Boston        
4546,Miami         
4547,San Francisco 
4548,Atlanta       
4549,New York      
4550,New York      
4551,New York      
4552,Houston       
4553,San Francisco 
4554,Atlanta       
4555,Seattle       
4556,Seattle       
4557,San Francisco 
4558,Chicago       
4559,Seattle       
4560,Houston       
4561,Miami         
4562,Miami         
4563,New York      
4564,Boston        
4565,Boston        
4566,New York      
4567,New York      
4568,Miami         
4569,Miami         
4570,Houston       
4571,Seattle       
4572,Atlanta       
4573,Dallas        
4574,Houston       
4575,Los Angeles   
4576,Chicago       
4577,Miami         
4578,Chicago       
4579,Dallas        
4580,Atlanta       
4581,Atlanta       
4582,Los Angeles   
4583,Los Angeles   
4584,Houston       
4585,Miami         
4586,New York      
4587,Dallas        
4588,New York      
4589,New York      
4590,San Francisco 
4591,Miami         
4592,San Francisco 
4593,Boston        
4594,Boston        
4595,Seattle       
4596,Los Angeles   
4597,Boston        
4598,San Francisco 
4599,Houston       
4600,Los Angeles   
4601,Houston       
4602,Miami         
4603,Miami         
4604,Seattle       
4605,Chicago       
4606,Atlanta       
4607,Boston        
4608,Boston        
4609,Seattle       
4610,Seattle       
4611,Seattle       
4612,Los Angeles   
4613,Los Angeles   
4614,Seattle       
4615,Boston        
4616,Atlanta       
4617,Dallas        
4618,Dallas        
4619,Dallas        
4620,Boston        
4621,Houston       
4622,Dallas        
4623,San Francisco 
4624,Boston        
4625,Atlanta       
4626,Seattle       
4627,New York      
4628,Chicago       
4629,Atlanta       
4630,Houston       
4631,Boston        
4632,Dallas        
4633,San Francisco 
4634,Houston       
4635,Los Angeles   
4636,San Francisco 
4637,Houston       
4638,Los Angeles   
4639,New York      
4640,Los Angeles   
4641,Boston        
4642,Los Angeles   
4643,Los Angeles   
4644,Houston       
4645,New York      
4646,New York      
4647,Houston       
4648,Miami         
4649,Los Angeles   
4650,Boston        
4651,Boston        
4652,Dallas        
4653,Seattle       
4654,Seattle       
4655,Seattle       
4656,San Francisco 
4657,Seattle       
4658,Chicago       
4659,Miami         
4660,New York      
4661,New York      
4662,Houston       
4663,New York      
4664,Dallas        
4665,New York      
4666,New York      
4667,Miami         
4668,Dallas        
4669,Atlanta       
4670,Houston       
4671,Atlanta       
4672,Houston       
4673,New York      
4674,Atlanta       
4675,Atlanta       
4676,Dallas        
4677,Dallas        
4678,Miami         
4679,Los Angeles   
4680,Atlanta       
4681,New York      
4682,Dallas        
4683,Miami         
4684,Boston        
4685,Seattle       
4686,Los Angeles   
4687,Los Angeles   
4688,Chicago       
4689,Chicago       
4690,Houston       
4691,Seattle       
4692,Dallas        
4693,Boston        
4694,Atlanta       
4695,Seattle       
4696,San Francisco 
4697,Seattle       
4698,Chicago       
4699,Houston       
4700,Boston        
4701,Seattle       
4702,Houston       
4703,Atlanta       
4704,Miami         
4705,Houston       
4706,Los Angeles   
4707,San Francisco 
4708,Los Angeles   
4709,Houston       
4710,Miami         
4711,Boston        
4712,Los Angeles   
4713,Houston       
4714,New York      
4715,Chicago       
4716,Boston        
4717,Houston       
4718,Seattle       
4719,Miami         
4720,Seattle       
4721,Houston       
4722,Dallas        
4723,Dallas        
4724,Houston       
4725,Houston       
4726,Dallas        
4727,Houston       
4728,Houston       
4729,Miami         
4730,Dallas        
4731,Chicago       
4732,Los Angeles   
4733,Chicago       
4734,Dallas        
4735,Seattle       
4736,Houston       
4737,Miami         
4738,Atlanta       
4739,Chicago       
4740,Boston        
4741,Chicago       
4742,San Francisco 
4743,San Francisco 
4744,Seattle       
4745,Atlanta       
4746,Los Angeles   
4747,Houston       
4748,Los Angeles   
4749,Boston        
4750,Houston       
4751,Atlanta       
4752,Dallas        
4753,Atlanta       
4754,Seattle       
4755,Los Angeles   
4756,Los Angeles   
4757,Dallas        
4758,San Francisco 
4759,Atlanta       
4760,Atlanta       
4761,Los Angeles   
4762,Miami         
4763,New York      
4764,New York      
4765,Los Angeles   
4766,Atlanta       
4767,Miami         
4768,Los Angeles   
4769,New York      
4770,Chicago       
4771,San Francisco 
4772,Dallas        
4773,Houston       
4774,Miami         
4775,San Francisco 
4776,New York      
4777,Houston       
4778,Miami         
4779,Seattle       
4780,Chicago       
4781,New York      
4782,Atlanta       
4783,Houston       
4784,Dallas        
4785,Boston        
4786,Boston        
4787,Los Angeles   
4788,Dallas        
4789,Houston       
4790,San Francisco 
4791,San Francisco 
4792,Atlanta       
4793,Chicago       
4794,Dallas        
4795,San Francisco 
4796,Miami         
4797,Chicago       
4798,Dallas        
4799,Atlanta       
4800,Seattle       
4801,Dallas        
4802,San Francisco 
4803,Boston        
4804,Atlanta       
4805,Boston        
4806,New York      
4807,Los Angeles   
4808,Atlanta       
4809,Miami         
4810,Miami         
4811,San Francisco 
4812,Los Angeles   
4813,Chicago       
4814,Seattle       
4815,Miami         
4816,Houston       
4817,Seattle       
4818,Dallas        
4819,Atlanta       
4820,Los Angeles   
4821,Atlanta       
4822,New York      
4823,Atlanta       
4824,Seattle       
4825,New York      
4826,San Francisco 
4827,Chicago       
4828,New York      
4829,New York      
4830,Houston       
4831,Miami         
4832,Dallas        
4833,Atlanta       
4834,Los Angeles   
4835,Chicago       
4836,New York      
4837,Dallas        
4838,San Francisco 
4839,Dallas        
4840,Dallas        
4841,Chicago       
4842,Los Angeles   
4843,San Francisco 
4844,Dallas        
4845,Miami         
4846,Los Angeles   
4847,New York      
4848,Dallas        
4849,New York      
4850,New York      
4851,Dallas        
4852,San Francisco 
4853,Miami         
4854,Los Angeles   
4855,New York      
4856,Los Angeles   
4857,Seattle       
4858,Dallas        
4859,Atlanta       
4860,Boston        
4861,New York      
4862,Boston        
4863,Chicago       
4864,Houston       
4865,Seattle       
4866,Chicago       
4867,Miami         
4868,Atlanta       
4869,New York      
4870,Dallas        
4871,Houston       
4872,Dallas        
4873,Miami         
4874,Dallas        
4875,Dallas        
4876,Houston       
4877,Miami         
4878,Los Angeles   
4879,New York      
4880,New York      
4881,Los Angeles   
4882,San Francisco 
4883,Miami         
4884,Houston       
4885,Seattle       
4886,Los Angeles   
4887,Los Angeles   
4888,Chicago       
4889,San Francisco 
4890,Houston       
4891,San Francisco 
4892,Atlanta       
4893,New York      
4894,Atlanta       
4895,Boston        
4896,Dallas        
4897,Miami         
4898,Chicago       
4899,Houston       
4900,Dallas        
4901,New York      
4902,New York      
4903,Seattle       
4904,San Francisco 
4905,Los Angeles   
4906,Houston       
4907,San Francisco 
4908,San Francisco 
4909,Seattle       
4910,Los Angeles   
4911,Dallas        
4912,Atlanta       
4913,Houston       
4914,Houston       
4915,Boston        
4916,Los Angeles   
4917,Houston       
4918,New York      
4919,Atlanta       
4920,New York      
4921,New York      
4922,Seattle       
4923,Miami         
4924,Houston       
4925,San Francisco 
4926,Miami         
4927,Miami         
4928,Seattle       
4929,San Francisco 
4930,Atlanta       
4931,Houston       
4932,New York      
4933,Seattle       
4934,Houston       
4935,Los Angeles   
4936,New York      
4937,Miami         
4938,Los Angeles   
4939,Miami         
4940,Miami         
4941,Los Angeles   
4942,Miami         
4943,Seattle       
4944,Atlanta       
4945,Houston       
4946,Los Angeles   
4947,Los Angeles   
4948,Houston       
4949,Houston       
4950,Seattle       
4951,Seattle       
4952,Dallas        
4953,Los Angeles   
4954,San Francisco 
4955,Dallas        
4956,Los Angeles   
4957,Seattle       
4958,Chicago       
4959,Miami         
4960,San Francisco 
4961,Houston       
4962,Chicago       
4963,Boston        
4964,Houston       
4965,Chicago       
4966,Dallas        
4967,Seattle       
4968,Seattle       
4969,Dallas        
4970,Atlanta       
4971,Boston        
4972,Chicago       
4973,New York      
4974,Houston       
4975,Miami         
4976,Miami         
4977,Atlanta       
4978,Chicago       
4979,Dallas        
4980,Los Angeles   
4981,Houston       
4982,Chicago       
4983,Houston       
4984,Seattle       
4985,Houston       
4986,Chicago       
4987,Seattle       
4988,Los Angeles   
4989,Chicago       
4990,New York      
4991,Atlanta       
4992,Los Angeles   
4993,Los Angeles   
4994,San Francisco 
4995,Houston       
4996,San Francisco 
4997,Atlanta       
4998,Boston        
4999,Boston        
5000,Miami         
5001,Chicago       
5002,Houston       
5003,Miami         
5004,Miami         
5005,Atlanta       
5006,Seattle       
5007,San Francisco 
5008,Boston        
5009,Houston       
5010,Atlanta       
5011,Los Angeles   
5012,Dallas        
5013,Los Angeles   
5014,Houston       
5015,San Francisco 
5016,Atlanta       
5017,Boston        
5018,Dallas        
5019,Boston        
5020,Dallas        
5021,Boston        
5022,New York      
5023,Seattle       
5024,Dallas        
5025,Boston        
5026,Miami         
5027,Chicago       
5028,Chicago       
5029,Miami         
5030,Houston       
5031,Miami         
5032,New York      
5033,San Francisco 
5034,Miami         
5035,San Francisco 
5036,San Francisco 
5037,San Francisco 
5038,Seattle       
5039,Chicago       
5040,Atlanta       
5041,Houston       
5042,Houston       
5043,Houston       
5044,Dallas        
5045,Dallas        
5046,Chicago       
5047,Seattle       
5048,Dallas        
5049,Los Angeles   
5050,Boston        
5051,San Francisco 
5052,Miami         
5053,New York      
5054,Miami         
5055,Atlanta       
5056,Houston       
5057,Atlanta       
5058,Los Angeles   
5059,New York      
5060,Boston        
5061,Houston       
5062,Houston       
5063,Boston        
5064,Houston       
5065,Atlanta       
5066,Atlanta       
5067,San Francisco 
5068,New York      
5069,Los Angeles   
5070,Seattle       
5071,San Francisco 
5072,Miami         
5073,New York      
5074,Los Angeles   
5075,Houston       
5076,Dallas        
5077,Los Angeles   
5078,Boston        
5079,Seattle       
5080,Houston       
5081,Atlanta       
5082,Los Angeles   
5083,New York      
5084,San Francisco 
5085,Miami         
5086,Dallas        
5087,Los Angeles   
5088,Dallas        
5089,Atlanta       
5090,Miami         
5091,San Francisco 
5092,Boston        
5093,Miami         
5094,Miami         
5095,New York      
5096,Atlanta       
5097,New York      
5098,Atlanta       
5099,Dallas        
5100,Chicago       
5101,San Francisco 
5102,San Francisco 
5103,Dallas        
5104,Los Angeles   
5105,San Francisco 
5106,Miami         
5107,Houston       
5108,San Francisco 
5109,Dallas        
5110,San Francisco 
5111,Miami         
5112,Houston       
5113,San Francisco 
5114,Los Angeles   
5115,Miami         
5116,Los Angeles   
5117,Miami         
5118,Seattle       
5119,New York      
5120,Houston       
5121,Houston       
5122,Houston       
5123,Boston        
5124,San Francisco 
5125,Atlanta       
5126,Seattle       
5127,Dallas        
5128,New York      
5129,Los Angeles   
5130,Miami         
5131,Dallas        
5132,Atlanta       
5133,Los Angeles   
5134,Los Angeles   
5135,San Francisco 
5136,San Francisco 
5137,Houston       
5138,Dallas        
5139,Los Angeles   
5140,San Francisco 
5141,Houston       
5142,Dallas        
5143,San Francisco 
5144,Miami         
5145,Miami         
5146,New York      
5147,Los Angeles   
5148,Seattle       
5149,Los Angeles   
5150,Chicago       
5151,Atlanta       
5152,Chicago       
5153,Dallas        
5154,New York      
5155,San Francisco 
5156,Los Angeles   
5157,Los Angeles   
5158,Atlanta       
5159,New York      
5160,Houston       
5161,Los Angeles   
5162,Dallas        
5163,New York      
5164,New York      
5165,Miami         
5166,Miami         
5167,Atlanta       
5168,Dallas        
5169,San Francisco 
5170,Houston       
5171,Atlanta       
5172,Boston        
5173,Dallas        
5174,San Francisco 
5175,San Francisco 
5176,Boston        
5177,Los Angeles   
5178,New York      
5179,Houston       
5180,Dallas        
5181,Atlanta       
5182,San Francisco 
5183,Houston       
5184,Seattle       
5185,Atlanta       
5186,New York      
5187,Chicago       
5188,Seattle       
5189,Los Angeles   
5190,Miami         
5191,New York      
5192,San Francisco 
5193,Los Angeles   
5194,Miami         
5195,New York      
5196,New York      
5197,New York      
5198,Atlanta       
5199,San Francisco 
5200,Seattle       
5201,Seattle       
5202,Chicago       
5203,New York      
5204,Houston       
5205,Seattle       
5206,Los Angeles   
5207,New York      
5208,Boston        
5209,Houston       
5210,Houston       
5211,Los Angeles   
5212,Miami         
5213,San Francisco 
5214,New York      
5215,San Francisco 
5216,Houston       
5217,Los Angeles   
5218,Chicago       
5219,Boston        
5220,Houston       
5221,Los Angeles   
5222,Houston       
5223,Chicago       
5224,Los Angeles   
5225,Boston        
5226,Seattle       
5227,Seattle       
5228,New York      
5229,Boston        
5230,San Francisco 
5231,Boston        
5232,Boston        
5233,Miami         
5234,Los Angeles   
5235,Houston       
5236,Miami         
5237,Chicago       
5238,Atlanta       
5239,Los Angeles   
5240,Miami         
5241,Chicago       
5242,Chicago       
5243,Houston       
5244,Dallas        
5245,Dallas        
5246,Chicago       
5247,San Francisco 
5248,San Francisco 
5249,San Francisco 
5250,Dallas        
5251,New York      
5252,San Francisco 
5253,Houston       
5254,Dallas        
5255,Dallas        
5256,Atlanta       
5257,Los Angeles   
5258,Dallas        
5259,Houston       
5260,Miami         
5261,Atlanta       
5262,Los Angeles   
5263,Los Angeles   
5264,Dallas        
5265,Atlanta       
5266,New York      
5267,Seattle       
5268,New York      
5269,New York      
5270,Miami         
5271,Miami         
5272,San Francisco 
5273,Miami         
5274,Boston        
5275,New York      
5276,Los Angeles   
5277,Seattle       
5278,Boston        
5279,Atlanta       
5280,Seattle       
5281,San Francisco 
5282,San Francisco 
5283,Boston        
5284,Boston        
5285,Boston        
5286,Houston       
5287,Boston        
5288,Dallas        
5289,Houston       
5290,San Francisco 
5291,Miami         
5292,Los Angeles   
5293,Seattle       
5294,Houston       
5295,Seattle       
5296,Houston       
5297,Seattle       
5298,San Francisco 
5299,Seattle       
5300,Los Angeles   
5301,Houston       
5302,Houston       
5303,New York      
5304,Seattle       
5305,Boston        
5306,San Francisco 
5307,Atlanta       
5308,Seattle       
5309,Atlanta       
5310,Dallas        
5311,Boston        
5312,Miami         
5313,Chicago       
5314,Los Angeles   
5315,Boston        
5316,Miami         
5317,Houston       
5318,San Francisco 
5319,Houston       
5320,Chicago       
5321,San Francisco 
5322,Dallas        
5323,Los Angeles   
5324,San Francisco 
5325,Houston       
5326,Boston        
5327,Los Angeles   
5328,Chicago       
5329,Miami         
5330,Houston       
5331,Atlanta       
5332,San Francisco 
5333,Los Angeles   
5334,Dallas        
5335,San Francisco 
5336,Miami         
5337,Houston       
5338,Chicago       
5339,Seattle       
5340,Seattle       
5341,Miami         
5342,New York      
5343,Houston       
5344,San Francisco 
5345,Seattle       
5346,New York      
5347,Dallas        
5348,Dallas        
5349,Seattle       
5350,Seattle       
5351,Boston        
5352,New York      
5353,Miami         
5354,Dallas        
5355,New York      
5356,Atlanta       
5357,Miami         
5358,Los Angeles   
5359,San Francisco 
5360,San Francisco 
5361,Chicago       
5362,Atlanta       
5363,Chicago       
5364,Houston       
5365,Los Angeles   
5366,San Francisco 
5367,Boston        
5368,Dallas        
5369,Boston        
5370,San Francisco 
5371,New York      
5372,Atlanta       
5373,Atlanta       
5374,San Francisco 
5375,Atlanta       
5376,New York      
5377,Seattle       
5378,Dallas        
5379,San Francisco 
5380,Miami         
5381,Chicago       
5382,Miami         
5383,Los Angeles   
5384,Houston       
5385,Houston       
5386,Boston        
5387,Boston        
5388,Chicago       
5389,Seattle       
5390,Los Angeles   
5391,Miami         
5392,Dallas        
5393,San Francisco 
5394,Atlanta       
5395,San Francisco 
5396,Chicago       
5397,Los Angeles   
5398,Atlanta       
5399,Miami         
5400,Miami         
5401,Miami         
5402,Houston       
5403,Boston        
5404,Houston       
5405,Atlanta       
5406,Miami         
5407,New York      
5408,Boston        
5409,San Francisco 
5410,Seattle       
5411,New York      
5412,Houston       
5413,Dallas        
5414,Los Angeles   
5415,Dallas        
5416,Chicago       
5417,Los Angeles   
5418,Miami         
5419,Dallas        
5420,San Francisco 
5421,Houston       
5422,New York      
5423,Houston       
5424,New York      
5425,New York      
5426,New York      
5427,Atlanta       
5428,Houston       
5429,Los Angeles   
5430,Chicago       
5431,Miami         
5432,Miami         
5433,Dallas        
5434,Chicago       
5435,Miami         
5436,New York      
5437,Seattle       
5438,New York      
5439,Seattle       
5440,San Francisco 
5441,Dallas        
5442,Boston        
5443,Los Angeles   
5444,Chicago       
5445,Miami         
5446,San Francisco 
5447,New York      
5448,Houston       
5449,New York      
5450,Houston       
5451,New York      
5452,Dallas        
5453,Atlanta       
5454,San Francisco 
5455,Los Angeles   
5456,San Francisco 
5457,Chicago       
5458,Chicago       
5459,Seattle       
5460,Boston        
5461,Houston       
5462,Los Angeles   
5463,Miami         
5464,Atlanta       
5465,Dallas        
5466,Seattle       
5467,Dallas        
5468,Chicago       
5469,San Francisco 
5470,Miami         
5471,Los Angeles   
5472,Seattle       
5473,Los Angeles   
5474,Boston        
5475,Chicago       
5476,New York      
5477,New York      
5478,Boston        
5479,Atlanta       
5480,San Francisco 
5481,Los Angeles   
5482,New York      
5483,Los Angeles   
5484,Miami         
5485,New York      
5486,Atlanta       
5487,Seattle       
5488,Houston       
5489,Boston        
5490,Houston       
5491,New York      
5492,Miami         
5493,Boston        
5494,Dallas        
5495,Houston       
5496,Houston       
5497,Dallas        
5498,Seattle       
5499,Chicago       
5500,Atlanta       
5501,Boston        
5502,Dallas        
5503,San Francisco 
5504,Houston       
5505,Miami         
5506,New York      
5507,Houston       
5508,Miami         
5509,Boston        
5510,Boston        
5511,Chicago       
5512,Houston       
5513,Boston        
5514,New York      
5515,Atlanta       
5516,Seattle       
5517,Seattle       
5518,Miami         
5519,Boston        
5520,Boston        
5521,Miami         
5522,Houston       
5523,Los Angeles   
5524,Miami         
5525,Chicago       
5526,Dallas        
5527,Atlanta       
5528,Seattle       
5529,Dallas        
5530,Miami         
5531,San Francisco 
5532,New York      
5533,Boston        
5534,Dallas        
5535,Atlanta       
5536,Houston       
5537,Los Angeles   
5538,San Francisco 
5539,San Francisco 
5540,Atlanta       
5541,Chicago       
5542,Chicago       
5543,Houston       
5544,New York      
5545,New York      
5546,Los Angeles   
5547,Boston        
5548,Miami         
5549,San Francisco 
5550,Miami         
5551,San Francisco 
5552,Seattle       
5553,New York      
5554,San Francisco 
5555,Dallas        
5556,Atlanta       
5557,Dallas        
5558,Boston        
5559,New York      
5560,Los Angeles   
5561,Houston       
5562,Seattle       
5563,Dallas        
5564,Boston        
5565,Miami         
5566,Los Angeles   
5567,Houston       
5568,Miami         
5569,Chicago       
5570,Miami         
5571,San Francisco 
5572,Atlanta       
5573,San Francisco 
5574,Los Angeles   
5575,Los Angeles   
5576,Boston        
5577,San Francisco 
5578,San Francisco 
5579,San Francisco 
5580,Houston       
5581,San Francisco 
5582,Houston       
5583,Boston        
5584,Chicago       
5585,Atlanta       
5586,Houston       
5587,Houston       
5588,San Francisco 
5589,Dallas        
5590,Seattle       
5591,Seattle       
5592,Dallas        
5593,San Francisco 
5594,Chicago       
5595,Chicago       
5596,Chicago       
5597,Chicago       
5598,Seattle       
5599,Seattle       
5600,New York      
5601,New York      
5602,Dallas        
5603,Los Angeles   
5604,San Francisco 
5605,Chicago       
5606,Los Angeles   
5607,Boston        
5608,Los Angeles   
5609,Boston        
5610,Seattle       
5611,Miami         
5612,Dallas        
5613,Chicago       
5614,Dallas        
5615,Miami         
5616,San Francisco 
5617,Atlanta       
5618,Boston        
5619,Seattle       
5620,Seattle       
5621,Chicago       
5622,Seattle       
5623,Dallas        
5624,Los Angeles   
5625,Boston        
5626,Boston        
5627,San Francisco 
5628,San Francisco 
5629,Los Angeles   
5630,New York      
5631,Miami         
5632,Miami         
5633,Miami         
5634,Seattle       
5635,San Francisco 
5636,San Francisco 
5637,Houston       
5638,Chicago       
5639,Seattle       
5640,Miami         
5641,Dallas        
5642,New York      
5643,Seattle       
5644,Dallas        
5645,Atlanta       
5646,Houston       
5647,Seattle       
5648,New York      
5649,Los Angeles   
5650,Boston        
5651,Atlanta       
5652,Seattle       
5653,Boston        
5654,Boston        
5655,New York      
5656,Los Angeles   
5657,Los Angeles   
5658,Houston       
5659,New York      
5660,Miami         
5661,Los Angeles   
5662,San Francisco 
5663,Dallas        
5664,Atlanta       
5665,Houston       
5666,Houston       
5667,Los Angeles   
5668,Atlanta       
5669,Dallas        
5670,Los Angeles   
5671,Seattle       
5672,San Francisco 
5673,Houston       
5674,San Francisco 
5675,Miami         
5676,New York      
5677,Los Angeles   
5678,Seattle       
5679,Dallas        
5680,Miami         
5681,Dallas        
5682,Atlanta       
5683,New York      
5684,Miami         
5685,San Francisco 
5686,Houston       
5687,Los Angeles   
5688,Miami         
5689,Houston       
5690,New York      
5691,Dallas        
5692,Boston        
5693,Houston       
5694,Atlanta       
5695,New York      
5696,Houston       
5697,Dallas        
5698,Atlanta       
5699,Chicago       
5700,Miami         
5701,Miami         
5702,Atlanta       
5703,Houston       
5704,Miami         
5705,Dallas        
5706,New York      
5707,Dallas        
5708,New York      
5709,Atlanta       
5710,Houston       
5711,San Francisco 
5712,Chicago       
5713,Chicago       
5714,Atlanta       
5715,Los Angeles   
5716,San Francisco 
5717,Seattle       
5718,Boston        
5719,Boston        
5720,Houston       
5721,Atlanta       
5722,San Francisco 
5723,Los Angeles   
5724,Chicago       
5725,Seattle       
5726,Chicago       
5727,Boston        
5728,Los Angeles   
5729,Dallas        
5730,San Francisco 
5731,San Francisco 
5732,Miami         
5733,Boston        
5734,Atlanta       
5735,New York      
5736,Los Angeles   
5737,Seattle       
5738,Miami         
5739,Chicago       
5740,Miami         
5741,Boston        
5742,Miami         
5743,Boston        
5744,Seattle       
5745,Seattle       
5746,Dallas        
5747,Seattle       
5748,Houston       
5749,Houston       
5750,Houston       
5751,Los Angeles   
5752,Los Angeles   
5753,Dallas        
5754,Boston        
5755,Boston        
5756,Miami         
5757,Boston        
5758,Dallas        
5759,Boston        
5760,Seattle       
5761,Seattle       
5762,Los Angeles   
5763,Los Angeles   
5764,San Francisco 
5765,Atlanta       
5766,San Francisco 
5767,San Francisco 
5768,Seattle       
5769,Houston       
5770,Boston        
5771,Seattle       
5772,Seattle       
5773,Los Angeles   
5774,Atlanta       
5775,Atlanta       
5776,Los Angeles   
5777,Chicago       
5778,Atlanta       
5779,Boston        
5780,Miami         
5781,Los Angeles   
5782,Los Angeles   
5783,Los Angeles   
5784,Los Angeles   
5785,Dallas        
5786,Houston       
5787,Houston       
5788,Boston        
5789,Boston        
5790,Miami         
5791,New York      
5792,New York      
5793,Dallas        
5794,New York      
5795,Miami         
5796,New York      
5797,Dallas        
5798,Miami         
5799,Atlanta       
5800,Houston       
5801,Atlanta       
5802,New York      
5803,Chicago       
5804,Houston       
5805,San Francisco 
5806,Los Angeles   
5807,Chicago       
5808,Seattle       
5809,Los Angeles   
5810,Chicago       
5811,Dallas        
5812,Boston        
5813,Atlanta       
5814,Chicago       
5815,Houston       
5816,Dallas        
5817,Dallas        
5818,Boston        
5819,Los Angeles   
5820,Los Angeles   
5821,New York      
5822,Miami         
5823,Seattle       
5824,Atlanta       
5825,Seattle       
5826,Los Angeles   
5827,San Francisco 
5828,Atlanta       
5829,Miami         
5830,Boston        
5831,Los Angeles   
5832,Boston        
5833,Boston        
5834,Dallas        
5835,Atlanta       
5836,Atlanta       
5837,Atlanta       
5838,San Francisco 
5839,Dallas        
5840,Los Angeles   
5841,San Francisco 
5842,New York      
5843,Houston       
5844,Boston        
5845,Miami         
5846,Miami         
5847,Los Angeles   
5848,San Francisco 
5849,Seattle       
5850,Dallas        
5851,Miami         
5852,Miami         
5853,San Francisco 
5854,Dallas        
5855,Seattle       
5856,Miami         
5857,Dallas        
5858,Seattle       
5859,Miami         
5860,Chicago       
5861,Boston        
5862,Seattle       
5863,Chicago       
5864,Dallas        
5865,Los Angeles   
5866,Dallas        
5867,San Francisco 
5868,Boston        
5869,Boston        
5870,Los Angeles   
5871,Chicago       
5872,Miami         
5873,New York      
5874,Seattle       
5875,Atlanta       
5876,Seattle       
5877,Dallas        
5878,San Francisco 
5879,Houston       
5880,Houston       
5881,Boston        
5882,Los Angeles   
5883,Seattle       
5884,Los Angeles   
5885,Chicago       
5886,Atlanta       
5887,Houston       
5888,Los Angeles   
5889,San Francisco 
5890,San Francisco 
5891,Seattle       
5892,Los Angeles   
5893,Atlanta       
5894,Boston        
5895,Dallas        
5896,Seattle       
5897,San Francisco 
5898,Chicago       
5899,Miami         
5900,Atlanta       
5901,Houston       
5902,New York      
5903,Houston       
5904,Miami         
5905,San Francisco 
5906,Miami         
5907,Boston        
5908,Boston        
5909,Dallas        
5910,New York      
5911,Dallas        
5912,San Francisco 
5913,Houston       
5914,Houston       
5915,New York      
5916,Miami         
5917,Los Angeles   
5918,Boston        
5919,Houston       
5920,San Francisco 
5921,New York      
5922,Houston       
5923,Los Angeles   
5924,Boston        
5925,San Francisco 
5926,New York      
5927,New York      
5928,Los Angeles   
5929,Atlanta       
5930,Dallas        
5931,Miami         
5932,Dallas        
5933,Seattle       
5934,Seattle       
5935,Los Angeles   
5936,Seattle       
5937,Atlanta       
5938,New York      
5939,San Francisco 
5940,Miami         
5941,Los Angeles   
5942,New York      
5943,Los Angeles   
5944,Los Angeles   
5945,Chicago       
5946,New York      
5947,Atlanta       
5948,Miami         
5949,New York      
5950,Boston        
5951,Chicago       
5952,Seattle       
5953,Los Angeles   
5954,Boston        
5955,Miami         
5956,Los Angeles   
5957,Miami         
5958,Miami         
5959,Miami         
5960,Los Angeles   
5961,Dallas        
5962,Houston       
5963,Miami         
5964,Miami         
5965,Atlanta       
5966,Miami         
5967,Dallas        
5968,New York      
5969,Atlanta       
5970,New York      
5971,Boston        
5972,Los Angeles   
5973,Miami         
5974,Los Angeles   
5975,Los Angeles   
5976,San Francisco 
5977,Dallas        
5978,Houston       
5979,San Francisco 
5980,San Francisco 
5981,Los Angeles   
5982,Houston       
5983,Seattle       
5984,Atlanta       
5985,San Francisco 
5986,Los Angeles   
5987,Atlanta       
5988,Chicago       
5989,Houston       
5990,San Francisco 
5991,Chicago       
5992,Atlanta       
5993,Dallas        
5994,New York      
5995,Houston       
5996,Los Angeles   
5997,Chicago       
5998,Houston       
5999,Chicago       
6000,Dallas        
6001,Boston        
6002,Atlanta       
6003,Boston        
6004,New York      
6005,Houston       
6006,Atlanta       
6007,Boston        
6008,Seattle       
6009,New York      
6010,Los Angeles   
6011,Chicago       
6012,Boston        
6013,New York      
6014,Los Angeles   
6015,Houston       
6016,Dallas        
6017,Dallas        
6018,Los Angeles   
6019,Boston        
6020,Miami         
6021,Seattle       
6022,Chicago       
6023,Boston        
6024,Houston       
6025,Chicago       
6026,Atlanta       
6027,New York      
6028,Seattle       
6029,Houston       
6030,Chicago       
6031,San Francisco 
6032,San Francisco 
6033,Chicago       
6034,New York      
6035,Los Angeles   
6036,Miami         
6037,Dallas        
6038,Miami         
6039,San Francisco 
6040,New York      
6041,Seattle       
6042,New York      
6043,Chicago       
6044,Miami         
6045,Seattle       
6046,Boston        
6047,Houston       
6048,San Francisco 
6049,Atlanta       
6050,Atlanta       
6051,Houston       
6052,Boston        
6053,Dallas        
6054,Dallas        
6055,Los Angeles   
6056,New York      
6057,New York      
6058,New York      
6059,Chicago       
6060,Houston       
6061,Houston       
6062,San Francisco 
6063,Miami         
6064,San Francisco 
6065,San Francisco 
6066,Los Angeles   
6067,San Francisco 
6068,Houston       
6069,Atlanta       
6070,Dallas        
6071,Atlanta       
6072,Chicago       
6073,San Francisco 
6074,Boston        
6075,Chicago       
6076,Atlanta       
6077,Houston       
6078,San Francisco 
6079,Houston       
6080,Atlanta       
6081,Dallas        
6082,Atlanta       
6083,Dallas        
6084,Dallas        
6085,Boston        
6086,Atlanta       
6087,Houston       
6088,Atlanta       
6089,Dallas        
6090,Chicago       
6091,New York      
6092,Houston       
6093,Boston        
6094,Atlanta       
